luxury,tranquility,safety,accessibility,security,overall_sentiment,original_index
8,7,8,9,8,8,106272
6,8,7,7,7,7,106273
8,7,9,8,9,8,106274
8,7,8,9,9,8,106275
7,8,7,8,7,7,106278
4,6,7,8,7,6,106279
8,7,8,7,9,8,106280
8,7,6,8,7,7,106281
7,8,6,7,8,7,106282
7,8,6,7,7,7,106285
6,8,7,8,7,7,106288
8,7,6,5,6,7,106290
8,6,7,8,8,7,106291
7,9,8,7,8,8,106293
6,8,7,9,8,8,106294
6,8,7,8,7,7,106295
6,7,8,7,7,7,106296
8,7,8,9,9,8,106297
5,4,6,7,6,5,106299
7,5,7,6,7,6,106300
4,7,8,8,9,7,106303
3,5,7,6,6,5,106305
8,7,6,9,8,8,106306
5,7,8,6,7,7,106307
8,7,8,7,8,8,106310
7,8,8,7,7,7,106311
7,8,8,7,9,8,106313
8,7,8,7,8,8,106314
9,8,7,9,8,8,106315
7,8,8,6,7,7,106316
8,7,8,9,8,8,106318
7,6,8,7,8,7,106319
8,7,7,9,8,8,106320
6,8,7,8,7,7,106321
6,7,8,8,7,7,106323
7,8,6,7,7,7,106324
8,9,8,9,7,8,106326
9,7,8,8,9,8,106327
5,8,7,6,8,7,106329
7,8,7,9,7,7,106330
7,8,8,7,8,7,106332
7,5,8,6,7,7,106333
8,7,8,8,7,8,106334
7,8,8,7,7,7,106336
2,5,6,7,4,5,106337
7,6,8,7,7,7,106338
4,6,7,8,5,6,106339
3,7,8,6,5,6,106342
8,9,8,7,8,8,106343
9,8,7,9,8,8,106346
7,6,8,7,7,7,106347
7,8,7,7,8,7,106348
7,8,7,8,9,8,106349
8,7,8,9,9,8,106350
2,5,7,8,6,6,106352
8,7,8,7,8,8,106353
7,5,8,9,7,8,106354
8,7,8,9,8,8,106355
7,8,9,7,8,8,106357
7,8,9,7,8,8,106358
7,5,6,8,7,6,106359
7,8,8,7,7,7,106360
8,7,6,5,6,7,106361
2,4,6,8,7,5,106362
5,6,7,8,7,6,106364
6,7,8,8,7,7,106365
7,8,6,7,8,7,106366
8,9,7,8,7,8,106367
8,7,8,9,8,8,106370
2,3,5,7,6,5,106371
8,7,8,7,8,8,106373
6,7,8,9,8,8,106374
3,7,6,8,8,6,106376
8,7,8,8,9,8,106377
5,7,7,8,8,7,106378
2,5,7,8,6,6,106379
7,8,9,9,8,8,106380
4,5,7,6,7,6,106381
5,8,7,6,7,6,106382
6,8,7,8,6,7,106383
6,7,8,6,7,7,106384
8,7,7,8,9,8,106385
7,8,6,8,7,8,106386
7,5,6,8,7,7,106387
3,7,8,6,5,6,106388
3,2,4,5,6,4,106389
6,4,5,7,6,6,106390
3,5,7,6,6,106391
7,6,8,7,8,7,106392
8,7,6,8,7,7,106394
7,8,7,8,7,7,106395
5,4,7,8,6,6,106396
3,7,6,8,7,6,106397
4,6,7,8,6,7,106398
7,8,6,6,7,7,106400
8,7,8,8,7,8,106401
7,6,8,7,8,7,106402
7,8,7,6,8,7,106403
5,6,8,7,8,7,106404
7,8,7,8,9,8,106405
2,5,7,6,5,5,106406
8,7,8,9,9,8,106407
6,8,7,8,7,7,106408
8,9,7,5,6,8,106409
9,8,9,7,8,8,106411
7,6,8,7,8,7,106414
7,8,7,8,8,8,106415
7,8,7,8,7,8,106416
8,7,9,8,8,8,106417
9,8,8,7,9,8,106420
6,8,7,8,7,8,106421
8,9,7,8,8,8,106424
8,7,9,8,8,8,106425
6,7,8,9,7,7,106426
3,6,7,8,8,6,106427
2,4,7,6,8,6,106428
5,7,8,6,7,7,106430
7,6,8,7,7,7,106431
7,5,8,6,7,7,106432
6,8,7,8,7,7,106433
3,5,7,8,6,6,106434
4,7,6,8,7,6,106435
8,7,8,7,8,8,106436
9,7,8,8,9,8,106438
7,8,6,7,8,7,106440
8,7,8,7,8,8,106441
4,6,7,8,8,6,106445
5,7,6,8,7,7,106446
4,6,7,8,7,6,106447
9,9,8,7,8,8,106448
4,7,6,8,7,7,106449
8,7,8,9,9,8,106451
7,8,7,9,8,7,106452
7,6,8,7,8,7,106453
8,7,9,8,8,8,106454
7,8,7,8,7,7,106455
2,4,5,3,3,4,106457
9,8,8,9,9,9,106460
7,8,6,8,7,7,106461
6,7,8,9,7,7,106462
5,7,8,6,7,6,106463
8,7,9,8,8,8,106464
5,8,7,6,8,7,106467
6,7,7,8,8,7,106468
6,7,8,5,6,6,106470
7,6,8,7,8,7,106471
5,6,7,8,7,7,106472
7,8,6,7,7,7,106473
2,7,5,3,4,4,106474
3,6,8,7,8,7,106475
7,5,6,8,7,6,106477
8,7,8,7,8,7,106478
5,3,7,8,6,6,106479
7,7,8,9,8,7,106481
5,6,7,8,7,6,106482
7,8,9,7,8,8,106485
7,8,8,9,8,8,106486
7,8,8,8,7,8,106487
2,3,7,8,6,5,106491
3,5,6,7,6,5,106492
5,7,8,6,7,6,106493
4,6,8,7,7,6,106494
2,7,6,5,4,5,106495
2,5,6,8,7,6,106496
8,9,8,9,8,8,106497
4,6,7,8,8,6,106498
7,8,8,7,8,8,106499
2,5,6,7,8,6,106500
8,7,8,9,9,8,106501
6,7,8,7,8,7,106502
7,8,8,9,8,8,106503
6,7,8,7,8,7,106504
2,5,7,6,6,5,106505
8,7,8,9,9,8,106506
6,7,8,8,7,7,106507
2,5,7,6,4,5,106508
7,6,7,8,8,7,106509
8,6,7,8,9,7,106511
7,8,6,7,8,7,106512
4,6,7,8,8,7,106513
8,7,8,6,9,8,106514
8,7,8,9,9,8,106515
8,7,8,9,8,8,106516
5,7,9,8,8,7,106518
7,8,8,7,7,7,106519
8,7,8,9,9,8,106520
7,8,6,5,7,7,106521
8,9,8,7,8,8,106522
2,4,6,5,3,4,106523
5,7,8,8,6,7,106524
6,7,8,9,8,8,106525
3,4,6,7,6,5,106526
6,8,7,9,8,8,106527
3,5,6,7,8,6,106531
9,8,8,9,9,8,106533
8,7,8,7,8,8,106534
7,8,6,7,8,7,106535
5,7,8,6,7,7,106536
5,7,8,6,7,7,106537
8,7,8,9,9,8,106540
6,7,8,9,8,7,106542
8,7,8,7,9,8,106544
6,7,8,8,9,8,106546
4,6,7,8,7,6,106547
6,4,5,3,4,5,106548
5,8,7,6,7,7,106549
7,8,7,8,8,7,106550
2,4,5,6,7,5,106551
5,3,6,7,8,6,106552
5,7,6,8,8,7,106555
5,8,7,7,8,7,106557
3,5,7,6,8,6,106558
8,7,8,9,8,8,106559
1,8,7,5,6,5,106560
8,7,9,8,8,8,106562
4,5,6,7,8,6,106563
3,4,7,6,5,5,106564
2,4,5,7,6,5,106565
8,7,8,8,9,8,106567
8,7,8,9,8,8,106568
7,8,7,9,8,8,106569
6,8,7,5,6,6,106571
5,8,7,6,6,6,106572
7,8,7,8,7,7,106573
7,8,7,8,7,7,106575
7,8,6,7,6,7,106576
5,8,7,8,6,7,106578
8,9,7,8,9,8,106579
5,7,8,6,9,7,106580
3,6,7,5,7,6,106581
7,6,8,7,8,7,106583
8,9,8,9,7,8,106584
5,7,8,6,7,6,106587
3,7,6,8,8,6,106588
7,5,8,8,7,7,106589
8,7,8,9,8,8,106590
9,8,8,9,9,8,106591
5,8,7,6,6,6,106592
8,9,8,7,8,8,106593
7,6,8,7,7,7,106594
6,5,8,7,7,7,106595
4,7,6,8,7,6,106596
5,4,7,6,8,6,106597
7,8,8,7,7,8,106598
8,7,7,8,8,8,106600
7,8,8,7,7,7,106601
8,7,8,9,9,8,106603
8,7,9,8,8,8,106604
3,7,6,6,5,6,106606
5,8,7,6,7,7,106608
2,7,6,5,7,6,106609
7,6,8,7,8,7,106610
8,7,8,8,9,8,106611
7,6,8,8,7,7,106612
9,8,8,7,9,8,106613
5,4,7,6,6,6,106614
8,7,8,9,9,8,106615
2,3,5,6,7,5,106616
3,4,6,7,5,5,106617
5,7,6,8,6,6,106618
3,5,7,6,6,5,106619
8,7,6,9,8,8,106620
6,8,7,7,8,7,106621
6,8,7,7,8,7,106622
8,7,8,7,9,8,106623
8,7,6,8,7,7,106626
7,8,7,9,8,8,106627
5,6,7,8,6,6,106628
7,8,7,9,8,8,106629
7,8,6,7,8,7,106630
3,6,8,7,7,7,106631
8,7,8,7,8,8,106632
7,6,8,9,7,7,106633
7,8,8,9,8,8,106634
6,8,7,7,6,7,106635
5,3,7,8,6,6,106637
7,8,7,8,8,8,106638
5,3,7,6,5,6,106639
7,8,8,9,8,8,106640
8,7,6,8,7,7,106642
6,8,7,9,8,8,106644
8,7,8,9,8,8,106645
6,7,8,9,8,7,106646
8,7,8,7,8,7,106647
5,3,4,6,5,5,106648
4,6,8,7,7,7,106649
8,7,9,8,7,8,106650
6,7,8,9,8,8,106652
8,7,7,8,8,8,106653
8,7,8,8,8,7,106654
3,5,7,8,6,6,106655
7,5,8,7,6,7,106656
8,7,6,8,7,7,106658
7,6,8,9,8,8,106659
7,8,8,6,7,7,106660
7,8,8,7,7,8,106661
7,8,7,6,8,7,106662
4,5,8,6,7,6,106665
7,6,8,9,7,7,106666
7,8,8,9,7,8,106667
8,7,8,6,7,7,106670
7,6,8,9,7,7,106673
9,8,9,7,8,8,106674
8,7,8,9,8,8,106675
8,7,8,6,8,7,106676
6,7,8,7,7,8,106677
2,3,6,8,7,5,106678
8,7,8,7,8,8,106680
7,6,8,7,8,7,106681
8,7,8,8,8,7,106682
8,7,8,6,7,8,106683
8,8,7,9,7,8,106685
8,7,9,8,9,8,106687
4,7,6,8,5,6,106688
8,7,8,9,7,8,106689
6,8,7,8,7,7,106691
9,8,9,8,9,8,106692
8,7,8,9,8,8,106693
7,6,8,7,8,7,106696
8,7,8,6,7,7,106699
2,4,7,6,5,5,106700
6,7,8,9,8,8,106702
8,7,8,9,8,8,106703
5,3,7,6,8,6,106704
8,7,9,8,8,8,106705
7,8,8,7,8,8,106706
4,5,7,8,6,6,106708
3,8,7,6,5,6,106710
4,7,8,6,7,6,106711
6,8,7,8,7,7,106712
8,7,8,9,8,8,106713
5,7,8,6,7,6,106714
7,7,8,8,8,8,106715
7,8,9,8,7,8,106717
3,6,7,8,7,6,106719
8,7,8,9,8,8,106721
6,7,8,9,7,8,106723
3,4,6,7,5,5,106724
4,6,6,7,5,6,106726
8,9,7,8,8,8,106727
8,9,7,9,8,8,106728
8,7,8,9,8,8,106729
4,6,7,8,5,6,106730
8,7,8,6,7,7,106731
7,8,6,7,6,7,106732
8,7,8,7,8,8,106734
3,5,8,7,6,6,106738
8,7,8,9,8,8,106739
5,7,8,6,7,6,106740
7,6,8,7,7,7,106741
8,7,9,8,8,8,106742
5,7,8,6,7,6,106743
6,8,7,7,8,8,106744
4,6,5,7,4,6,106745
5,7,8,9,8,7,106749
8,7,9,8,9,8,106751
8,7,8,9,8,8,106753
3,4,5,6,7,5,106755
8,7,8,9,8,8,106757
5,7,6,4,5,5,106759
8,7,8,9,8,8,106760
3,7,7,6,8,6,106762
8,7,7,8,7,8,106763
7,8,7,6,7,7,106764
7,6,8,7,8,7,106766
7,8,7,9,8,8,106767
7,8,7,8,8,8,106768
7,8,7,8,9,8,106769
8,7,8,9,9,8,106770
6,7,8,8,7,7,106774
8,9,7,8,8,8,106776
4,7,6,8,7,7,106777
5,7,6,8,7,7,106778
7,8,7,6,6,7,106779
8,8,9,8,7,8,106780
7,8,6,7,7,7,106781
8,7,8,9,9,8,106782
3,7,5,6,6,5,106783
8,7,7,8,8,8,106784
7,5,6,8,7,7,106785
8,9,9,8,9,8,106786
8,9,7,8,8,8,106787
6,8,7,7,8,7,106788
5,7,8,6,7,6,106789
2,5,7,6,8,6,106790
6,7,8,9,7,7,106791
8,7,8,8,9,8,106792
7,6,8,7,7,7,106793
6,8,7,8,7,7,106795
7,8,9,7,8,8,106796
9,8,8,7,8,8,106798
2,3,5,4,4,4,106799
6,7,8,6,7,7,106800
3,5,6,7,6,5,106801
8,7,6,8,7,7,106802
3,5,6,7,8,6,106803
7,6,8,7,8,7,106804
7,8,8,7,7,7,106806
8,7,8,9,8,8,106807
7,6,8,7,8,7,106808
4,7,8,6,6,6,106809
4,6,7,8,7,7,106810
3,2,5,7,6,4,106812
7,8,8,9,9,8,106813
7,8,7,6,8,7,106815
8,7,9,8,8,8,106820
5,4,7,6,6,5,106821
7,8,8,7,6,7,106822
7,5,8,6,7,7,106825
3,5,7,6,6,5,106826
3,6,7,8,7,6,106827
6,8,7,8,7,8,106828
6,8,7,7,8,7,106829
7,8,6,8,7,7,106830
3,5,3,6,6,5,106831
7,6,8,7,8,7,106836
3,6,7,5,4,5,106837
6,7,8,6,7,7,106839
7,8,8,7,8,7,106841
3,7,6,8,8,7,106842
4,8,7,6,5,6,106843
9,7,8,6,8,8,106845
7,8,8,7,6,7,106846
8,7,9,9,8,8,106847
5,8,7,6,6,7,106848
6,3,4,2,5,4,106849
6,8,7,6,7,7,106850
2,5,6,7,5,5,106851
8,7,6,8,7,7,106852
7,8,7,8,7,7,106853
8,7,8,9,9,8,106854
2,5,7,6,6,5,106856
7,8,6,7,8,7,106857
8,7,8,9,9,8,106861
8,7,7,8,7,7,106862
8,7,8,9,9,8,106863
5,8,7,6,7,7,106864
1,5,7,8,8,6,106867
9,8,7,9,8,8,106868
7,8,7,6,6,7,106869
8,7,8,9,8,8,106870
7,8,7,6,7,7,106872
6,8,7,7,6,7,106873
7,8,8,7,7,7,106874
5,8,7,9,8,8,106875
7,8,7,8,7,7,106876
2,6,7,8,7,6,106878
2,4,6,7,5,4,106879
8,7,8,7,8,8,106880
2,4,7,5,6,4,106881
8,7,8,8,9,8,106882
2,4,5,6,5,4,106883
4,3,6,5,7,5,106884
6,8,7,7,6,7,106886
6,8,7,5,7,7,106887
7,5,6,8,7,7,106888
9,8,9,8,9,8,106889
7,8,9,7,8,8,106890
5,7,8,6,7,7,106891
7,5,7,6,6,6,106893
7,8,8,8,9,8,106894
4,5,6,7,7,6,106895
8,7,8,7,8,8,106897
5,6,7,8,7,7,106898
2,4,7,8,6,6,106900
7,8,7,9,8,8,106902
8,7,9,8,9,8,106903
9,8,7,8,8,8,106904
8,9,7,8,8,8,106905
7,5,8,6,7,6,106906
8,7,8,6,8,106907
7,8,7,8,7,7,106908
7,8,8,7,7,7,106909
7,8,8,9,7,8,106910
5,6,8,7,7,7,106911
7,8,6,7,7,7,106912
4,7,6,8,7,6,106913
7,6,8,7,9,7,106914
7,5,4,6,8,6,106915
8,7,6,8,7,7,106916
7,8,8,7,6,7,106917
6,8,7,8,7,7,106918
3,7,6,8,7,7,106919
3,5,7,8,6,6,106921
2,6,4,7,5,5,106922
6,7,8,8,7,7,106923
7,5,8,9,7,7,106924
5,6,8,9,7,7,106925
2,5,7,8,6,6,106926
2,6,7,8,7,6,106927
5,4,6,7,8,6,106928
4,7,6,5,6,6,106929
8,7,8,8,8,7,106930
3,5,7,6,4,5,106932
7,9,8,6,7,7,106933
2,5,4,6,7,5,106934
6,4,7,8,7,7,106935
3,5,7,8,6,6,106936
9,8,8,7,9,8,106939
3,7,6,8,5,6,106940
3,5,6,7,6,5,106941
8,7,8,9,8,8,106942
2,6,7,8,5,6,106943
7,8,6,7,8,7,106944
6,8,9,7,8,7,106945
7,6,8,7,8,7,106946
8,9,7,8,8,8,106947
5,6,7,8,7,6,106948
2,7,5,8,6,6,106949
8,7,8,7,9,8,106951
3,5,7,8,6,6,106952
3,7,8,6,7,7,106953
8,9,8,7,9,8,106954
4,2,6,7,5,5,106955
4,7,6,8,7,7,106956
8,6,7,8,7,7,106957
3,7,5,6,4,5,106959
5,7,8,6,7,6,106961
6,7,8,8,8,7,106963
9,7,8,8,9,8,106965
7,8,6,7,6,7,106967
6,7,8,7,8,7,106968
6,7,8,6,7,7,106969
3,5,7,8,6,6,106971
7,8,7,8,8,8,106972
4,7,8,7,8,7,106973
5,3,7,6,6,5,106974
5,7,8,6,7,6,106975
3,6,7,8,7,6,106976
6,5,7,8,6,6,106977
6,8,7,8,9,8,106978
2,4,6,5,7,5,106979
8,7,9,8,9,8,106981
6,8,7,5,6,6,106982
8,7,6,8,7,7,106983
5,7,8,6,7,7,106984
3,7,8,6,7,7,106985
7,8,8,9,7,8,106986
7,6,8,8,7,7,106987
7,8,9,7,8,8,106988
3,7,8,9,6,7,106989
7,8,8,7,9,8,106990
4,6,7,5,5,5,106991
3,5,7,8,6,6,106993
6,7,8,8,8,7,106994
8,7,9,8,8,8,106995
7,6,8,7,7,7,106998
7,6,8,7,8,7,106999
5,7,8,9,7,7,107000
5,7,6,8,7,7,107001
2,4,5,6,3,4,107002
8,7,9,8,8,8,107005
5,5,7,8,6,6,107006
2,5,7,8,6,6,107009
7,4,6,8,7,6,107010
2,4,7,5,6,5,107011
6,8,7,6,8,7,107013
2,5,7,6,8,6,107014
7,8,8,7,7,8,107015
5,8,7,6,7,7,107016
8,7,9,8,9,8,107018
3,5,7,8,6,6,107019
7,8,8,7,9,8,107020
7,5,6,8,7,6,107021
7,6,8,7,7,7,107023
4,6,7,5,6,6,107024
6,8,7,7,8,7,107025
8,7,6,8,7,8,107026
8,7,9,8,8,8,107027
7,5,6,7,8,7,107030
5,6,7,8,7,6,107032
6,7,8,7,8,7,107035
7,8,8,7,7,7,107036
6,8,7,8,7,7,107037
7,5,8,9,6,7,107038
3,6,7,8,8,6,107039
3,6,7,8,7,6,107040
3,5,6,7,8,5,107042
2,5,6,7,8,5,107043
6,4,7,8,7,7,107045
8,7,9,8,9,8,107047
6,7,8,7,8,7,107048
6,4,5,3,5,5,107049
6,4,5,7,8,6,107050
6,8,7,8,7,7,107052
8,7,6,7,8,7,107054
8,7,8,8,9,8,107055
6,7,8,7,8,7,107056
2,7,6,8,8,7,107058
3,7,8,9,7,7,107062
6,7,8,7,8,7,107063
8,7,7,9,8,7,107065
7,8,7,9,8,8,107066
2,7,8,9,6,7,107067
8,7,9,8,8,8,107068
7,8,6,7,8,7,107071
7,6,8,7,7,7,107072
7,6,8,9,8,8,107074
4,5,7,6,6,6,107075
5,8,7,6,7,7,107077
8,7,8,9,8,8,107078
5,7,8,6,7,6,107081
6,8,7,6,7,7,107082
4,7,8,6,7,6,107084
7,8,9,8,7,8,107086
7,6,8,9,9,8,107090
6,8,7,5,6,7,107092
8,7,8,9,8,8,107094
2,4,7,6,8,5,107095
3,5,7,8,6,6,107098
6,8,7,7,8,7,107102
7,8,7,8,7,8,107103
7,8,7,8,7,7,107106
8,7,9,8,8,8,107109
7,6,8,9,7,8,107110
8,9,7,8,8,8,107111
8,7,8,8,8,8,107113
6,7,8,7,8,7,107114
7,8,8,7,7,7,107116
7,6,8,7,8,7,107117
2,5,7,8,6,6,107118
8,7,8,9,9,8,107119
3,4,6,5,5,5,107120
8,7,6,8,8,7,107121
2,6,5,7,4,5,107123
8,9,8,7,8,8,107125
0,8,7,5,6,6,107126
6,7,8,7,8,7,107128
2,4,6,7,5,5,107129
7,6,8,7,7,7,107131
4,8,7,6,8,7,107133
7,8,6,7,8,7,107134
2,8,7,6,7,7,107135
2,3,6,4,5,4,107136
8,7,8,9,9,8,107138
2,7,8,6,7,6,107139
7,8,8,7,9,8,107140
8,7,6,8,7,8,107142
6,8,7,7,8,7,107143
3,7,8,9,6,7,107144
3,6,7,8,7,6,107145
8,7,7,8,8,8,107146
8,7,9,8,9,8,107147
8,7,8,6,7,7,107148
6,8,7,9,8,7,107149
2,6,7,4,3,5,107150
8,7,8,8,8,8,107151
8,7,8,9,8,8,107152
2,5,7,6,8,6,107155
7,8,8,6,7,7,107156
4,7,8,6,7,6,107157
3,5,7,8,6,6,107161
4,7,6,8,6,6,107164
7,5,7,8,6,7,107165
7,8,6,7,7,7,107166
6,5,7,8,6,6,107167
5,7,6,8,7,7,107168
7,8,7,9,8,8,107170
8,9,8,7,9,8,107172
5,7,6,8,8,7,107173
6,8,7,7,7,7,107174
8,7,6,8,7,7,107175
8,7,7,9,8,8,107176
5,7,8,6,7,7,107177
8,7,9,8,9,8,107179
8,7,7,8,8,8,107180
7,8,8,7,8,7,107181
7,6,8,7,7,7,107182
7,8,7,8,8,8,107183
5,8,7,6,6,7,107185
7,8,8,6,7,7,107186
8,7,9,8,8,8,107187
7,5,8,6,7,7,107188
8,7,9,8,9,8,107189
2,6,7,8,8,7,107190
5,6,7,4,4,5,107192
3,6,7,8,5,7,107193
7,6,8,7,7,7,107194
4,6,7,8,7,6,107195
6,3,5,7,8,6,107198
5,4,7,6,6,6,107199
8,7,8,7,8,8,107200
7,8,6,7,7,7,107201
5,8,7,6,7,7,107203
2,7,6,8,5,6,107204
4,7,8,6,7,6,107205
8,9,8,7,8,8,107206
5,7,6,8,7,7,107207
6,8,7,8,8,7,107209
6,7,8,9,8,7,107212
5,8,7,9,8,7,107213
3,7,6,8,7,7,107217
8,7,8,9,9,8,107218
6,8,7,6,8,7,107219
9,8,7,6,8,8,107221
5,7,8,6,8,7,107222
3,6,7,8,5,6,107223
5,7,8,9,8,7,107224
8,7,8,6,7,7,107226
8,7,6,8,9,107227
7,8,8,7,9,8,107228
5,7,8,6,7,7,107229
8,7,8,9,8,8,107231
8,7,8,9,9,8,107232
6,7,8,7,7,7,107234
2,4,5,6,4,4,107236
5,7,8,6,7,7,107237
5,7,8,9,6,7,107238
7,8,8,7,7,7,107239
8,7,9,8,9,8,107241
8,7,8,7,8,8,107242
5,7,6,8,8,7,107245
8,7,8,6,7,7,107246
5,4,7,6,8,6,107247
8,7,8,9,7,8,107248
6,7,8,7,7,7,107249
7,8,8,7,7,7,107250
3,7,6,8,5,6,107251
8,7,9,8,8,8,107252
8,7,8,8,9,8,107253
8,7,9,8,8,8,107254
6,7,7,8,8,7,107256
7,8,8,7,8,8,107260
2,5,7,6,4,5,107261
7,8,8,7,7,7,107262
7,5,8,7,8,7,107263
7,5,8,6,7,7,107264
6,8,7,6,7,7,107265
3,6,7,8,7,6,107266
3,6,7,5,4,5,107268
8,7,8,7,8,8,107269
7,8,8,7,9,8,107270
3,5,7,6,4,5,107272
7,8,7,8,7,8,107274
6,8,7,7,6,7,107277
3,4,6,7,5,5,107278
8,7,8,9,8,8,107279
6,7,8,8,7,7,107280
8,7,8,9,8,8,107281
7,8,7,9,8,8,107283
5,8,7,9,6,7,107284
4,6,5,8,7,6,107286
8,7,9,8,9,8,107289
8,9,8,9,8,8,107291
5,6,7,8,7,7,107292
8,7,9,8,9,8,107293
8,7,8,9,9,8,107294
8,7,8,9,8,8,107295
5,7,6,8,7,7,107296
3,5,7,6,8,6,107298
6,8,7,8,7,7,107299
3,6,6,8,7,6,107300
8,7,7,8,8,7,107301
5,3,6,7,8,6,107302
3,7,8,6,9,6,107303
8,7,7,8,9,8,107304
6,7,8,8,7,7,107305
7,8,8,8,7,8,107306
7,6,8,7,7,7,107307
6,7,8,8,7,7,107308
7,8,9,8,9,8,107309
7,8,7,8,9,8,107310
3,6,7,8,7,6,107314
9,7,8,6,8,8,107315
3,7,6,8,7,7,107316
6,7,8,7,8,7,107317
7,8,7,7,8,7,107318
3,4,7,6,5,5,107319
5,7,8,6,6,6,107320
7,6,8,8,7,7,107323
2,5,7,6,4,5,107325
2,6,7,8,7,7,107326
7,8,8,7,7,7,107327
6,7,8,9,7,107328
7,8,9,7,8,8,107329
4,6,7,8,7,6,107330
7,8,8,7,9,8,107335
7,8,7,6,7,7,107336
5,4,7,6,8,6,107337
8,7,9,9,8,107338
5,7,6,8,6,6,107339
7,8,6,9,8,8,107340
8,7,8,9,9,8,107342
8,7,6,9,8,8,107343
6,8,7,7,7,7,107346
6,4,7,8,7,7,107347
8,7,7,8,8,8,107348
7,8,6,7,8,7,107349
7,8,8,7,7,7,107350
4,8,7,5,6,6,107351
5,6,7,8,6,6,107352
8,7,8,9,8,8,107354
3,7,8,6,8,7,107357
9,8,9,8,8,8,107358
6,8,7,8,8,7,107359
6,8,7,5,7,7,107360
7,8,6,7,6,7,107361
7,6,8,7,7,7,107362
8,9,7,8,8,8,107363
7,8,8,7,7,7,107365
7,8,6,8,7,7,107366
7,8,8,7,8,8,107367
7,8,6,8,7,7,107368
8,7,8,9,8,8,107369
6,7,7,8,8,7,107372
6,7,8,9,8,7,107374
2,4,5,6,7,5,107375
2,4,5,7,6,5,107378
7,8,9,8,7,8,107379
7,8,6,7,8,7,107380
5,7,8,8,7,7,107381
7,8,8,7,8,8,107382
8,7,8,9,7,8,107383
7,8,7,8,6,7,107385
2,4,5,7,6,5,107387
4,6,7,8,6,6,107388
5,3,7,8,6,6,107389
8,7,6,8,7,7,107390
3,6,7,5,4,5,107391
8,7,8,9,8,8,107392
8,7,9,8,8,8,107393
7,8,9,9,8,8,107395
5,3,7,8,6,6,107397
8,7,7,8,8,8,107398
5,3,6,8,7,6,107399
8,9,8,9,8,8,107400
7,8,8,7,8,7,107401
4,2,6,7,8,5,107402
7,8,8,9,7,8,107403
7,8,7,8,7,7,107404
7,8,6,7,5,7,107406
7,8,8,7,8,8,107408
7,6,8,7,8,7,107409
7,8,8,9,7,8,107413
8,7,7,8,8,8,107415
6,7,8,7,7,7,107416
8,6,7,8,7,7,107417
5,6,7,8,8,6,107418
7,8,8,7,9,8,107420
5,7,8,6,7,6,107421
8,7,8,9,8,8,107422
2,5,7,6,8,6,107423
3,7,6,5,4,5,107424
8,7,8,9,7,8,107425
2,4,5,4,4,4,107426
5,7,6,8,7,7,107428
6,7,8,8,7,7,107429
7,8,8,7,8,8,107430
7,6,8,7,7,7,107431
8,9,8,7,7,8,107433
4,6,7,8,7,6,107434
2,4,6,7,6,5,107435
3,4,5,6,5,4,107436
5,8,7,6,8,7,107437
5,7,8,6,7,7,107438
2,5,7,3,4,4,107439
4,6,8,7,8,7,107440
3,5,7,6,6,5,107442
2,5,7,6,8,6,107443
6,7,8,7,8,7,107447
6,7,8,6,7,7,107448
7,8,8,7,8,7,107449
7,8,7,8,8,8,107450
5,7,8,8,7,7,107451
4,6,7,8,7,7,107453
8,6,7,8,7,8,107454
5,7,6,8,8,7,107455
7,8,9,7,8,8,107458
7,6,8,7,7,7,107460
5,4,7,8,6,6,107461
8,7,9,8,8,8,107462
8,7,9,8,8,8,107464
4,6,7,8,7,6,107465
3,6,7,8,8,7,107466
9,8,8,9,8,8,107467
8,7,8,9,8,8,107468
9,8,8,9,8,8,107469
7,8,6,6,7,7,107470
8,9,9,7,8,8,107472
6,7,8,7,7,7,107473
3,4,5,7,6,5,107474
8,9,7,8,9,8,107475
9,8,9,9,9,8,107476
8,7,8,9,8,8,107478
8,7,8,9,9,8,107479
8,9,7,8,8,8,107483
8,9,8,7,8,8,107485
7,8,8,7,8,8,107487
1,3,2,5,4,3,107488
8,7,9,8,8,8,107489
7,8,8,7,7,7,107490
8,7,7,8,8,8,107491
7,9,8,5,7,8,107492
8,7,7,9,8,8,107493
6,8,7,5,6,6,107494
6,8,7,8,7,7,107495
7,8,7,8,8,8,107496
8,7,7,8,8,7,107497
2,4,6,7,8,5,107498
8,7,8,9,7,8,107499
7,5,8,9,8,7,107500
6,4,7,8,5,6,107502
3,8,7,6,6,6,107503
5,4,7,6,6,6,107505
6,7,8,6,7,7,107506
2,5,7,8,6,6,107507
8,7,8,9,9,8,107508
6,8,7,8,7,7,107509
3,5,7,6,6,5,107510
7,8,8,7,7,7,107511
8,7,8,9,8,8,107512
1,3,6,8,7,5,107513
5,7,8,9,8,7,107514
7,8,7,8,8,8,107515
4,5,6,7,6,6,107517
9,8,8,9,9,8,107518
2,6,7,8,7,6,107519
7,6,7,8,8,7,107520
6,8,7,9,8,8,107522
5,7,8,9,8,8,107523
8,9,8,9,9,8,107525
3,6,7,8,5,6,107527
7,8,8,7,8,8,107528
7,8,9,7,8,8,107529
2,3,5,4,3,4,107532
3,5,7,8,6,6,107533
7,5,8,7,6,7,107536
8,7,8,9,8,8,107537
5,7,6,8,7,6,107538
7,6,8,7,8,7,107539
2,5,7,6,8,6,107540
